Force produced by a maximally-activated rat soleus muscle in vivo when subjected
to a displacement waveform of maximum amplitude 0.5 mm. Experimental data was
provided by T.G. Sandercock [1]. Please refer to Millard et al. [2] for details.

References:
    1. Krylow, A.M. and Sandercock, T.G., 1997. "Dynamic force responses of
       muscle involving eccentric contraction". Journal of Biomechanics,
       30(1), pp. 27--33. http://dx.doi.org/10.1016/S0021-9290(96)00097-8.
    2. Millard, M., Uchida, T., Seth, A., and Delp, S.L., 2013. "Flexing
       computational muscle: Modeling and simulation of musculotendon
       dynamics". ASME Journal of Biomechanical Engineering, 135(2),
       p. 021013 (11 pages). http://dx.doi.org/10.1115/1.4023390.

endheader
time_s	force_N
0.000000000000000	0.007943319838057
0.031114952463267	0.262129554655870
0.050129645635264	0.548089068825911
0.081244598098531	0.794331983805668
0.115816767502161	1.064404858299595
0.136560069144339	1.199441295546559
0.148660328435609	1.215327935222672
0.165946413137424	1.191497975708502
0.176318063958513	1.199441295546559
0.195332757130510	1.247101214574899
0.214347450302506	1.334477732793522
0.228176318063959	1.358307692307692
0.238547968885048	1.294761133603239
0.255834053586863	1.112064777327935
0.274848746758859	0.873765182186235
0.286949006050130	0.826105263157895
0.299049265341400	0.857878542510122
0.324978392394123	1.008801619433199
0.350907519446845	1.207384615384616
0.366464995678479	1.286817813765182
0.382022471910112	1.239157894736842
0.404494382022472	1.072348178137652
0.430423509075194	0.897595141700405
0.445980985306828	0.849935222672065
0.463267070008643	0.873765182186235
0.490924805531547	0.984971659919028
0.509939498703544	1.151781376518219
0.525496974935177	1.350364372469636
0.539325842696629	1.390080971659919
0.553154710458081	1.342421052631579
0.579083837510804	1.056461538461539
0.598098530682800	0.834048582995952
0.611927398444252	0.786388663967611
0.627484874675886	0.857878542510122
0.656871218668971	1.127951417004049
0.672428694900605	1.382137651821862
0.686257562662057	1.453627530364373
0.703543647363872	1.358307692307692
0.727744165946413	1.104121457489879
0.746758859118410	0.897595141700405
0.757130509939499	0.849935222672065
0.770959377700951	0.929368421052632
0.791702679343129	1.167668016194332
0.808988764044944	1.485400809716599
0.817631806395851	1.556890688259110
0.829732065687122	1.469514170040486
0.853932584269663	1.112064777327935
0.876404494382023	0.691068825910931
0.886776145203112	0.627522267206478
0.900605012964564	0.706955465587045
0.924805531547105	1.040574898785425
0.936905790838375	1.382137651821862
0.950734658599827	1.517174089068826
0.964563526361279	1.445684210526316
0.987035436473639	1.159724696356276
1.004321521175454	0.921425101214575
1.016421780466724	0.865821862348178
1.030250648228176	0.929368421052632
1.049265341400173	1.183554655870446
1.063094209161625	1.413910931174089
1.073465859982714	1.477457489878543
1.085566119273985	1.405967611336033
1.104580812445981	1.104121457489879
1.123595505617978	0.905538461538462
1.135695764909248	0.865821862348178
1.152981849611063	0.984971659919028
1.178910976663786	1.064404858299595
1.201382886776145	1.008801619433199
1.218668971477960	0.945255060728745
1.246326707000864	1.048518218623482
1.270527225583405	1.382137651821862
1.280898876404494	1.453627530364373
1.298184961106309	1.366251012145749
1.318928262748488	1.088234817813765
1.331028522039758	0.977028340080972
1.341400172860847	0.945255060728745
1.356957649092481	1.032631578947369
1.372515125324114	1.247101214574899
1.382886776145203	1.485400809716599
1.391529818496111	1.541004048582996
1.401901469317200	1.469514170040486
1.424373379429559	1.175611336032389
1.448573898012100	0.873765182186235
1.455488331892826	0.841991902834008
1.476231633535004	0.929368421052632
1.496974935177182	0.984971659919028
1.519446845289542	0.921425101214575
1.535004321521176	0.834048582995952
1.547104580812446	0.826105263157895
1.569576490924806	0.961141700404858
1.590319792566984	1.390080971659919
1.602420051858254	1.501287449392713
1.619706136560069	1.374194331983806
1.640449438202247	1.040574898785425
1.657735522904062	0.730785425101215
1.666378565254970	0.667238866396761
1.678478824546240	0.770502024291498
1.706136560069144	1.096178137651822
1.718236819360415	1.366251012145749
1.728608470181504	1.421854251012146
1.742437337942956	1.302704453441296
1.763180639585134	0.953198380566802
1.775280898876404	0.778445344129555
1.783923941227312	0.730785425101215
1.801210025929127	0.841991902834008
1.823681936041487	1.080291497975709
1.842696629213483	1.445684210526316
1.851339671564391	1.445684210526316
1.863439930855661	1.366251012145749
1.882454624027658	1.255044534412956
1.899740708729473	1.223271255060729
1.922212618841832	1.350364372469636
1.936041486603285	1.429797570850202
1.951598962834918	1.398024291497976
1.970613656006915	1.120008097165992
1.989628349178911	0.897595141700405
2.000000000000000	0.873765182186235
